20 20
    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00
    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00
    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00
    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00
    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.882266283605820E-04    0.209957006014633E-02    0.896283385830160E-02    0.180192502895986E-01    0.225529430081495E-01    0.194213167712814E-01    0.107442857235936E-01    0.302840570352917E-02    0.220253606150222E-03    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00
    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.267747765878106E-03    0.540515383433327E-02    0.217111812939604E-01    0.396898127656801E-01    0.479035003786908E-01    0.496814300279601E-01    0.486287692743809E-01    0.421093508743609E-01    0.255669380328721E-01    0.773746025551720E-02    0.545071012069237E-03    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00
    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.457899902068471E-04    0.416836616626307E-02    0.218351079167587E-01    0.403489276132849E-01    0.405923423288048E-01    0.318545442144017E-01    0.274069914445067E-01    0.305729832985849E-01    0.391129592679555E-01    0.421940255183886E-01    0.261417746384789E-01    0.613664238969463E-02    0.140523613906307E-03    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00
    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.877508811416200E-03    0.127504525573492E-01    0.303121694638905E-01    0.268410090773845E-01    0.101931921575513E-01    0.197030358087025E-02    0.278504424696139E-03    0.136553079548542E-02    0.789611560536550E-02    0.243322034273110E-01    0.320776295024487E-01    0.158683974497989E-01    0.149277692283098E-02    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00
    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.266223488719429E-02    0.160158973893969E-01    0.199584396920062E-01    0.693260912840198E-02    0.327841394159237E-03    0.945556078589505E-08    0.000000000000000E+00    0.000000000000000E+00    0.148221488177420E-03    0.519376793022427E-02    0.191469315331489E-01    0.177547480227565E-01    0.365336295203385E-02    0.203793139855877E-10    0.000000000000000E+00    0.000000000000000E+00
    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.279266733566216E-02    0.966193809187263E-02    0.774907043895771E-02    0.879812340781528E-03    0.126580342903132E-07    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.538802916142928E-03    0.714732553125572E-02    0.100029465341896E-01    0.339442490139859E-02    0.982321741617264E-09    0.000000000000000E+00    0.000000000000000E+00
